text,created_at,retweet_count,favorite_count
"Here we go…..I’m assuming that 
60 minutes going to do a hit job on the university of Austin (UTX) I’ll be pleasantly surprised if it’s fair…..

It’s a new college free of Woke! First class 93 students.
Political debate is not only encouraged but required in some classes.",Mon Nov 25 00:40:55 +0000 2024,2,0
"Howdy, Houston!👋

@TXMedCenter will soon be home to a @tamusystem medical complex created to help #TAMU meet the medical needs of Texans and to better contribute to the global medical community! 👩‍⚕️💊👨‍⚕️ 

Read more about the $546 million project: https://t.co/jJrqotioF5 https://t.co/B3HQt2AGTu",Fri Feb 21 17:48:35 +0000 2020,580,88
"Conference play begins tomorrow as No. 2 West Texas A&amp;M comes to Portales. 

There is only one place to be tomorrow..... Steve Loy Family Foundation Arena!

#LetsRun #ALLIN #ENMU

https://t.co/ObCQ7wpSls",Sat Nov 23 02:45:07 +0000 2024,5,1
"• Louisville v Indiana 
• Memphis v Auburn 
• Texas A&amp;M v Creighton
• Michigan State v North Carolina 
• Rutgers v Alabama 
• Uconn v Dayton 

We have the script and our full #NCAAB card is posted on @DubClub_win 

Let’s CASHHH #SportsBettingX

https://t.co/2UbMB1yPz1",Wed Nov 27 16:48:27 +0000 2024,12,1
"No place like home🏠

🆚 Le Moyne
📅 Nov. 25 | 6:30 p.m.
📍 UTRGV Fieldhouse
✌️ FREE game day t-shirt for the first 500 fans
✌️ FREE wings from Wing Barn for #UTRGV students with a valid ID
🎟️ https://t.co/m5Iid4gaNR

#RallyTheValley #EarnedEveryDay https://t.co/6S6LwV77c1",Mon Nov 25 16:00:01 +0000 2024,15,5
"@GoodBull17 @PFlat2 @tengland_150 I find this comment hilarious, considering there is a Texas A&amp;M Qatar university LOL 

Speak more about being pro terrorism, please.",Tue Nov 26 13:11:32 +0000 2024,2,0
"@gkketch Harvard University, MA $49.5
The University of Texas, TX $44.97
Yale University, CT$40.75
Stanford University, CA$36.49
Princeton University, NJ$34.06
Massachusetts Institute of Technology, MA$23.45
University of Pennsylvania, PA $20.96
Texas A&amp;M University, TX$19.29",Tue Nov 26 17:07:44 +0000 2024,5,0
"Texas A&amp;M ranks No. 1 in Texas in enrollment of National Merit Scholars and No. 7 nationwide! ➡️https://t.co/kGLW7IF3wi

Association donors have given $300,000 a year to @TAMU National Merit Scholar program for many years. #Whoop #GigEm #ThankYou for supporting excellence at A&amp;M! https://t.co/R57tmI16FG",Mon Mar 18 15:52:02 +0000 2019,173,44
"They better be doing more than just changing the names.

From @chron: The Dallas area university's order to instructors comes amid the Texas A&amp;M University System Board of Regents vote to disband an LGBTQ+ Studies minorafter backlash from conservative lawmakers such as state rep. https://t.co/r4JqxDvo4M",Tue Nov 19 15:32:52 +0000 2024,17,7
"@WhiteRyno72 @espn @ESPNCFB ND strength of schedule, 28. Penn State, 15. And Minnesota is a not a bad team. A lot better than Northern Illinois University. ND’s best win is a 3-loss, Texas A&amp;M. Join a conference and then you can chirp.",Wed Nov 27 04:25:38 +0000 2024,3,0
"A huge and important move ! 
The Board of Regents of the Texas A&amp;M Univ has voted to terminate its contract with the Qatar Foundation.

The first to signal the danger of letting Qatar to have access to American nuclear research was @elilake , in his great piece for @TheFP .",Fri Feb 09 01:44:06 +0000 2024,1008,266
"The @TAMULawSchool is #1 in Texas and #10 in the nation for job placement, with 94% of Aggies finding employment after graduation! https://t.co/mnIq9uxxQ7 @ABAesq https://t.co/ceZ1YKrtp4",Wed Apr 28 15:48:25 +0000 2021,186,12
"@brianeharrison @TAMU Instead of A&amp;M being a predominantly AG Studies university it’s now a PHAG Studied University. 

Sad.",Sat Nov 23 20:31:31 +0000 2024,0,0
"Texas A&amp;M University is set to mark 25 years since the log stack collapsed in the early hours of Nov. 18, 1999. It was being built in preparation for the annual bonfire ahead of the Texas A&amp;M-Texas rivalry football game in College Station.
 https://t.co/IrFfKpAsAK",Mon Nov 18 01:00:01 +0000 2024,2,0
"Thousands of Texas A&amp;M students held a remembrance ceremony early Monday morning to honor the victims of the fatal bonfire collapse that occurred 25 years ago, ahead of that year’s football game against the University of Texas.

Full Story - https://t.co/Qnj7YCrFHn https://t.co/kebbqlxnEq",Tue Nov 19 16:30:11 +0000 2024,0,0
"🏁 Proud to see our Aggie Maroon flying high with @StewartHaasRcng  during their final @NASCAR races, supporting our veterans and bringing that #12thMan spirit to the speedway. Thanks for carrying our colors @ChaseBriscoe_14 and @joshberry!  #GigEm 

https://t.co/cnevfX8pxs",Thu Nov 14 18:10:37 +0000 2024,116,11
"Texas A&amp;M University and @TheJusticeDept  have established a new medical-legal collaboration to help reduce recidivism for incarcerated individuals and reduce barriers faced during their transition back to the community. 
https://t.co/PgwG15dcHu https://t.co/6sx1x109zs",Thu Nov 07 16:05:32 +0000 2024,6,0
"We look forward to continuing to serve the students, faculty, and staff of East Texas A&amp;M University with excellence and professionalism.",Fri Nov 22 00:13:26 +0000 2024,0,0
"The second session of #MEPS24, titled ""Building Prosperity: The Interplay Between Public Policy and Foreign Policy,"" was chaired by Professor Erin Snider from the George H.W. Bush School of Government at Texas A&amp;M University. @HiwaAfandi @MEPSForum https://t.co/9QVocmg6sX",Fri Nov 22 11:27:20 +0000 2024,3,0
New first-of-its-kind drug development facility will spur discovery of life-saving medicine at @TAMHSC! https://t.co/DXJEA0rjRu #tamu https://t.co/St5fm54aOZ,Fri Jun 23 15:35:19 +0000 2017,122,22
"A year into the job, Texas A&amp;M president performs balancing act with 
growth, tuition, faculty and state leaders... https://t.co/y5ZIQPg1PS   #txlege",Fri Nov 22 22:11:16 +0000 2024,0,0
"In this episode, I talk to Yvette Chairez. She is a Chicana scholar and writing instructor working in the fields of visual rhetoric and performance studies at Texas A&amp;M University – San Antonio. #LatineStores #HSI #Languaging #Belonging

https://t.co/f95xv8Q7iR",Wed Nov 20 18:15:11 +0000 2024,7,5
"2 down, 1 to go to finish the mission

Cicily Hidalgo had 21.5 points on 19 kills, an ace, &amp; 2 blocks

Keira Beverly had 14 kills, 3 aces, &amp; 2 blocks for 18 points

We play Texas A&amp;M-Corpus Christi for it all tomorrow at 3 p.m. in the University Center

#LionUp | #LionUpOrLeave https://t.co/NSopctVeRa",Sun Nov 24 01:14:07 +0000 2024,4,2
"Congrats to @TAMU on becoming the first @SEC school to be designated an eligible institution by the U.S. Department of Education to be a Hispanic Serving Institution (HSI).
Texas A&amp;M is one only five Association of American Universities (AAU) institutions with HSI designation.",Thu Mar 17 20:37:18 +0000 2022,409,45
"Now more than ever, graduate students from all over the world are coming to Texas A&amp;M!

With more than 70,000 students and a record number of grad students, Texas A&amp;M is fulfilling its land-grant mission to educate and develop Aggie leaders: https://t.co/jL3YsJw6Ta https://t.co/WSr7ytzajA",Mon Oct 25 14:13:08 +0000 2021,278,13
"Texas A&amp;M First Half ML CASHES ✅

We are firing off bets all night. 

Exclusive VIP @DubClub_win ACCESS 👇

https://t.co/2UbMB1yPz1

#SportsBettingX https://t.co/fvzdorpPVl",Tue Nov 26 22:29:18 +0000 2024,9,1
"@eddyshawdoteth @DubClub_win Also the screenshot of our wins isn’t showing:

Texas A&amp;M 1H ML ✅
UConn Colorado O141.5 ✅

Posted on @DubClub_win https://t.co/YJ1KqISugH",Wed Nov 27 17:07:05 +0000 2024,4,0
"#RT @anita_dickason
 
A u 7 9
 
What links Texas A&amp;M University and the University of Texas to a massive theft of explosives and a missing ATF agent?
 
https://t.co/4xOeDPUbcJ
 
#bookblast
#paranormal
#HeistCrime
#FinancialThrillers
#KidnappingCrimeFiction
#suspense
#CrimeFiction https://t.co/ZeTcX8LwA9",Fri Nov 22 13:07:07 +0000 2024,3,3
"@Brandon_Borders @SBN_Wescott @Doc_Texas Rip Torn also transferred to Texas, so he's a Longhorn as well lol...A&amp;M has less big time alumni than most of the major universities in Texas",Wed Nov 20 22:51:10 +0000 2024,3,0
"#RT @anita_dickason

A u 7 9

What links Texas A&amp;M University and the University of Texas to a massive theft of explosives and a missing ATF agent?

https://t.co/4xOeDPUbcJ

#bookblast
#paranormal
#HeistCrime
#FinancialThrillers
#KidnappingCrimeFiction
#suspense
#CrimeFiction https://t.co/adOEMvBlWb",Sun Nov 24 16:07:04 +0000 2024,5,2
@ADAMATION @Vistohlm @Sgt_Mac87 @WalshFreedom @RpsAgainstTrump I went to the University of Texas in Stanford and I have a PhD in a cohort that accepted six people out of 300 people that applied. I’m also published and I own my own private practice.  What school did you go to?,Tue Nov 26 05:22:04 +0000 2024,3,0
"#RT @anita_dickason

A u 7 9

What links Texas A&amp;M University and the University of Texas to a massive theft of explosives and a missing ATF agent?

https://t.co/4xOeDPUbcJ

#bookblast
#paranormal
#HeistCrime
#FinancialThrillers
#KidnappingCrimeFiction
#suspense
#CrimeFiction https://t.co/Dvwor6A0I2",Tue Nov 26 10:07:03 +0000 2024,2,1
"Happy Veteran's Day! This is just a reminder that abstract submissions to our 15th annual history conference at Texas A&amp;M University are due next Friday,  November 22! 

Feel free to circulate this flyer to any undergrad and graduate students who may be interested in applying. https://t.co/wrCz1NALb4",Mon Nov 11 18:52:11 +0000 2024,4,3
"It’s shaping up to be a five-star visitor list this weekend in The Station as Texas A&amp;M hosts several priority flip targets and 2026 blue-chippers back before Signing Day 👍👍

Scoop: https://t.co/BwQ8baqdNu https://t.co/3fBc9oWTLO",Wed Nov 27 22:40:45 +0000 2024,87,3
"No football recruit’s parent, aunt/uncle, sibling, cousin, in-law, pastor, teacher, coworker, peer, neighbor, dog, electrician, etc. have seen Texas A&amp;M win a National Championship in their lifetime.

#AggieFactRivalryWeek",Wed Nov 27 16:06:15 +0000 2024,103,6
"Quarterback Recruiting Notes: Texas A&amp;M’s search for a signal caller with just over a week until National Signing Day. (Premium)

🔗 https://t.co/kKSmOh97vE https://t.co/mJ1WEHn2zt",Wed Nov 27 02:23:49 +0000 2024,34,3
"You heard it from a longhorn folks! The Texas A&amp;M Aggies have the atmosphere you DREAM of playing in. 

Recruits take notice 👀",Tue Nov 26 00:24:34 +0000 2024,470,23
I think it’s so funny A&amp;M fans resort to “did you even go there?” when people start clowning them. As if people in Texas aren’t die hard college football fans from like 6-7 years old. You more than likely rooted for A&amp;M before you even got to high school 😂,Tue Nov 26 19:00:15 +0000 2024,499,21
"1907: Did you know? 

@UTAustin's first stadium at the original Clark Field was funded and built entirely by students in a frantic week before the Texas vs. Texas A&amp;M game.

The One Week Stadium: https://t.co/aPBD7XsIFU https://t.co/AUzc9OfhFG",Wed Nov 27 00:38:50 +0000 2024,69,15
She sounds like me after 5 tequila shots in the Ft Worth Stockyards explaining the history of Texas A&amp;M to someone from Michigan.,Wed Nov 27 01:26:24 +0000 2024,200,11
"Texas A&amp;M has a losing conference record since this post was made, while Texas is 4-0.

#AggieFactRivalryWeek",Tue Nov 26 17:17:10 +0000 2024,1187,65
"A&amp;M is ranked #96 in passing and 
 benched their 5 star QB",Mon Nov 18 00:27:49 +0000 2024,314,7
"""This isn’t an ordinary week. This is Texas vs. Texas A&amp;M for the first time in 13 years.""

Texas Longhorns players are excited to face the Aggies

STORY from @josephcook89 (FREE): https://t.co/pmr01yrw2Z https://t.co/ardcGkACyK",Wed Nov 27 19:29:47 +0000 2024,41,5
"𝐁𝐚𝐭𝐭𝐥𝐞 𝐨𝐟 𝐈-𝟏𝟎‼️

KTSM is the Media Sponsor for Saturday's @NMStateFootball game! 

Aggie Athletics thanks @KTSMtv for their support of NM State Football!

🆚 UTEP
🎟️: 575-646-1420

#AggieUp https://t.co/yYxyZLkK6D",Tue Nov 26 22:19:46 +0000 2024,34,8
"Yesterday, students gathered at @tamuaggiepark for the 2024 First-Generation Celebration Bash hosted by the Routh First-Generation Center. The event celebrated first-gen students, staff, and faculty at Texas A&amp;M University. #NationalFirstGenWeek https://t.co/c1jrS3Spu1",Fri Nov 08 17:01:00 +0000 2024,0,0
Would love A&amp;M to reach out.,Wed Nov 27 07:19:46 +0000 2024,43,0
"🚨🏀 Gameday 🏀🚨

🆚| Texas A&amp;M  
🕖| 7:00 PM 
🏟️| Reed Arena 
📍| College Station, Texas  
📊| https://t.co/TXoklSsgg5
📺| https://t.co/LiYB7Z3Sp7

#GoJags | #SouthernIsTheStandard | #ProwlOn | #TheStandardRising | #StandingOnBusiness 🐆 https://t.co/iVZMv69vI4",Wed Nov 20 19:14:01 +0000 2024,25,9
"Texas A&amp;M's Higher Education Center is now open in McAllen! 

State leaders, including @GovAbbott, were on hand to open the new state-of-the-art facility that will help #TAMU educate &amp; serve Texas: https://t.co/eUayUaTpK6 https://t.co/U9MO1hpN2z",Tue Oct 30 15:17:01 +0000 2018,174,41
"Texas A&amp;M is among @TIME magazine’s “Best Colleges for Future Leaders.” Whoop!

We are committed to developing leaders of character dedicated to serving the greater good. https://t.co/h07tqHw9kr https://t.co/H0fxSCKtcK",Tue Dec 19 15:39:05 +0000 2023,349,40
"@BoschimoDr Peter Andrew McCullough (/məˈkʌlə/;[1] born December 29, 1962) is an American cardiologist.[2] He was vice chief of internal medicine at Baylor University Medical Centerand a professor at Texas A&amp;M University.[3]From the beginnings of the COVID-19 pandemic, McCullough has",Fri Nov 22 11:37:44 +0000 2024,4,1
@PaulZHernandez A&amp;M is a conservative pro-military university. Also places like USC and Texas are home to entertainment hubs and celebrities.,Wed Nov 20 14:23:21 +0000 2024,20,0
"Trump picks Brooke Rollins to be agriculture secretary

""A proud Graduate of Texas A&amp;M University, Brooke earned a Bachelor’s of Science Degree in Agriculture Development, and J.D., with Honors,"" the announcement said. ""From her upbringing in the small and Agriculture-centered",Sun Nov 24 11:24:49 +0000 2024,6,2
"@jcolelll3 @UTBarstool @BarstoolBigCat @stoolpresidente Harvard University, MA $49.5
The University of Texas, TX $44.97
Yale University, CT$40.75
Stanford University, CA$36.49
Princeton University, NJ$34.06
Massachusetts Institute of Technology, MA$23.45
University of Pennsylvania, PA $20.96
Texas A&amp;M University, TX$19.29
Confirmed!",Tue Nov 26 18:10:11 +0000 2024,6,0
"The new @aggieachieve program at @cehdtamu is the first of its kind in Texas, welcoming students with intellectual or developmental disabilities to Aggieland for a four-year college education! 👍 #tamu

@CNN: https://t.co/PzIsLTMM0U

https://t.co/dX2kqP3PAt",Mon Jul 22 00:20:05 +0000 2019,349,68
"Music brings us together in spirit! 🎻🎷

Watch some of Texas A&amp;M's 1,300+ student musicians play a moving rendition of the Spirit of Aggieland in the White–Walker Music Activities Center. #tamu",Mon Nov 02 00:46:44 +0000 2020,256,33
"@TheCalvinCooli1 @EricLDaugh Rollins was raised in Glen Rose, Texas and attended Texas A&amp;M University, where she graduated cum laude with a B.S. in agricultural development in 1994.",Sat Nov 23 18:38:49 +0000 2024,2,0
"Texas A&amp;M's president visits with reporters about his first year, his expectations for his second year, the UT football game, this week's ticket pull, and other topics. The news conference is online at: https://t.co/vKRyBWiodE",Thu Nov 21 18:11:18 +0000 2024,0,0
"""Rollins, who spoke to Trump about the job this week, graduated from Texas A&amp;M University with a degree in agriculture development and grew up on a farm.""",Sat Nov 23 17:23:42 +0000 2024,3,0
"Did you know @TAMU is 1⃣ of only 9⃣ schools to be named a national center of academic excellence in cyber defense education?

From a cybersecurity minor to the @BushSchool's Cyber Law and Policy Center and the @AggieCorps's cyber unit — A&amp;M has got it covered.

Read more",Thu Apr 11 22:20:00 +0000 2019,306,51
